jane_eyre_01_f000028|studded with isles from its southern extremity, the Lindeness, or Naze, to the North Cape - Where the Northern Ocean, in vast whirls, Boils round the naked, melancholy isles.|studded with isles from its southern extremity, the Lindeness, or Naze, to the North Cape - Where the Northern Ocean, in vast whirls, Boils round the naked, melancholy isles.
jane_eyre_01_f000029|Of farthest Thule; and the Atlantic surge Pours in among the stormy Hebrides.|Of farthest Thule; and the Atlantic surge Pours in among the stormy Hebrides.
jane_eyre_01_f000030|Nor could I pass unnoticed the suggestion of the bleak shores of Lapland, Siberia, Spitzbergen, Nova Zembla, Iceland, Greenland, with the vast sweep of the Arctic Zone,|Nor could I pass unnoticed the suggestion of the bleak shores of Lapland, Siberia, Spitzbergen, Nova Zembla, Iceland, Greenland, with the vast sweep of the Arctic Zone,
jane_eyre_01_f000031|and those forlorn regions of dreary space, - that reservoir of frost and snow, where firm fields of ice, the accumulation of centuries of winters,|and those forlorn regions of dreary space, - that reservoir of frost and snow, where firm fields of ice, the accumulation of centuries of winters,
jane_eyre_01_f000032|glazed in Alpine heights above heights, surround the pole, and concentre the multiplied rigours of extreme cold.|glazed in Alpine heights above heights, surround the pole, and concentre the multiplied rigours of extreme cold.
jane_eyre_01_f000033|Of these death-white realms I formed an idea of my own: shadowy, like all the half-comprehended notions that float dim through children's brains, but strangely impressive.|Of these death-white realms I formed an idea of my own: shadowy, like all the half-comprehended notions that float dim through children's brains, but strangely impressive.
jane_eyre_01_f000034|The words in these introductory pages connected themselves with the succeeding vignettes, and gave significance to the rock standing up alone in a sea of billow and spray;|The words in these introductory pages connected themselves with the succeeding vignettes, and gave significance to the rock standing up alone in a sea of billow and spray;
jane_eyre_01_f000035|to the broken boat stranded on a desolate coast; to the cold and ghastly moon glancing through bars of cloud at a wreck just sinking.|to the broken boat stranded on a desolate coast; to the cold and ghastly moon glancing through bars of cloud at a wreck just sinking.
jane_eyre_01_f000036|I cannot tell what sentiment haunted the quite solitary churchyard, with its inscribed headstone; its gate, its two trees, its low horizon, girdled by a broken wall,|I cannot tell what sentiment haunted the quite solitary churchyard, with its inscribed headstone; its gate, its two trees, its low horizon, girdled by a broken wall,
jane_eyre_01_f000037|and its newly-risen crescent, attesting the hour of eventide.|and its newly-risen crescent, attesting the hour of eventide.
jane_eyre_01_f000038|The two ships becalmed on a torpid sea, I believed to be marine phantoms.|The two ships becalmed on a torpid sea, I believed to be marine phantoms.
jane_eyre_01_f000039|The fiend pinning down the thief's pack behind him, I passed over quickly: it was an object of terror.|The fiend pinning down the thief's pack behind him, I passed over quickly: it was an object of terror.
jane_eyre_01_f000040|So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.|So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.
jane_eyre_01_f000041|Each picture told a story; mysterious often to my undeveloped understanding and imperfect feelings, yet ever profoundly interesting:|Each picture told a story; mysterious often to my undeveloped understanding and imperfect feelings, yet ever profoundly interesting:
jane_eyre_01_f000042|as interesting as the tales Bessie sometimes narrated on winter evenings, when she chanced to be in good humour;|as interesting as the tales Bessie sometimes narrated on winter evenings, when she chanced to be in good humour;
jane_eyre_01_f000043|and when, having brought her ironing-table to the nursery hearth, she allowed us to sit about it, and while she got up Missis Reed's lace frills,|and when, having brought her ironing-table to the nursery hearth, she allowed us to sit about it, and while she got up Missis Reed's lace frills,
jane_eyre_01_f000044|and crimped her nightcap borders, fed our eager attention with passages of love and adventure taken from old fairy tales and other ballads;|and crimped her nightcap borders, fed our eager attention with passages of love and adventure taken from old fairy tales and other ballads;
jane_eyre_01_f000045|or as at a later period I discovered from the pages of Pamela, and Henry, Earl of Moreland.|or as at a later period I discovered from the pages of Pamela, and Henry, Earl of Moreland.
jane_eyre_01_f000046|With Bewick on my knee, I was then happy: happy at least in my way. I feared nothing but interruption, and that came too soon. The breakfast- room door opened.|With Bewick on my knee, I was then happy: happy at least in my way. I feared nothing but interruption, and that came too soon. The breakfast- room door opened.
jane_eyre_01_f000047|Boh! Madam Mope! cried the voice of John Reed; then he paused: he found the room apparently empty.|Boh! Madam Mope! cried the voice of John Reed; then he paused: he found the room apparently empty.
jane_eyre_01_f000048|Where the dickens is she! he continued. Lizzy! Georgy! calling to his sisters Joan is not here: tell mama she is run out into the rain - bad animal!|Where the dickens is she! he continued. Lizzy! Georgy! calling to his sisters Joan is not here: tell mama she is run out into the rain - bad animal!
jane_eyre_01_f000049|It is well I drew the curtain, thought I; and I wished fervently he might not discover my hiding-place: nor would John Reed have found it out himself;|It is well I drew the curtain, thought I; and I wished fervently he might not discover my hiding-place: nor would John Reed have found it out himself;
jane_eyre_01_f000050|he was not quick either of vision or conception; but Eliza just put her head in at the door, and said at once - She is in the window-seat, to be sure, Jack.|he was not quick either of vision or conception; but Eliza just put her head in at the door, and said at once - She is in the window-seat, to be sure, Jack.
jane_eyre_01_f000051|And I came out immediately, for I trembled at the idea of being dragged forth by the said Jack.|And I came out immediately, for I trembled at the idea of being dragged forth by the said Jack.
jane_eyre_01_f000052|What do you want? I asked, with awkward diffidence.|What do you want? I asked, with awkward diffidence.
jane_eyre_01_f000053|Say, What do you want, Master Reed? was the answer.|Say, What do you want, Master Reed? was the answer.
jane_eyre_01_f000054|I want you to come here; and seating himself in an arm-chair, he intimated by a gesture that I was to approach and stand before him.|I want you to come here; and seating himself in an arm-chair, he intimated by a gesture that I was to approach and stand before him.
jane_eyre_01_f000055|John Reed was a schoolboy of fourteen years old; four years older than I, for I was but ten: large and stout for his age, with a dingy and unwholesome skin;|John Reed was a schoolboy of fourteen years old; four years older than I, for I was but ten: large and stout for his age, with a dingy and unwholesome skin;
jane_eyre_01_f000056|thick lineaments in a spacious visage, heavy limbs and large extremities.|thick lineaments in a spacious visage, heavy limbs and large extremities.
jane_eyre_01_f000057|He gorged himself habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.|He gorged himself habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.
jane_eyre_01_f000058|He ought now to have been at school; but his mama had taken him home for a month or two, on account of his delicate health.|He ought now to have been at school; but his mama had taken him home for a month or two, on account of his delicate health.
jane_eyre_01_f000059|Mister Miles, the master, affirmed that he would do very well if he had fewer cakes and sweetmeats sent him from home; but the mother's heart turned from an opinion so harsh,|Mister Miles, the master, affirmed that he would do very well if he had fewer cakes and sweetmeats sent him from home; but the mother's heart turned from an opinion so harsh,
jane_eyre_01_f000060|and inclined rather to the more refined idea that John's sallowness was owing to over-application and, perhaps, to pining after home.|and inclined rather to the more refined idea that John's sallowness was owing to over-application and, perhaps, to pining after home.
jane_eyre_01_f000061|John had not much affection for his mother and sisters, and an antipathy to me.|John had not much affection for his mother and sisters, and an antipathy to me.
jane_eyre_01_f000062|He bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually:|He bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually:
jane_eyre_01_f000063|every nerve I had feared him, and every morsel of flesh in my bones shrank when he came near.|every nerve I had feared him, and every morsel of flesh in my bones shrank when he came near.
jane_eyre_01_f000064|There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions;|There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions;
jane_eyre_01_f000065|the servants did not like to offend their young master by taking my part against him, and Missis Reed was blind and deaf on the subject:|the servants did not like to offend their young master by taking my part against him, and Missis Reed was blind and deaf on the subject:
jane_eyre_01_f000066|she never saw him strike or heard him abuse me,|she never saw him strike or heard him abuse me,
jane_eyre_01_f000067|though he did both now and then in her very presence, more frequently, however, behind her back.|though he did both now and then in her very presence, more frequently, however, behind her back.
jane_eyre_01_f000068|Habitually obedient to John, I came up to his chair: he spent some three minutes in thrusting out his tongue at me as far as he could without damaging the roots:|Habitually obedient to John, I came up to his chair: he spent some three minutes in thrusting out his tongue at me as far as he could without damaging the roots:
jane_eyre_01_f000069|I knew he would soon strike, and while dreading the blow, I mused on the disgusting and ugly appearance of him who would presently deal it.|I knew he would soon strike, and while dreading the blow, I mused on the disgusting and ugly appearance of him who would presently deal it.
jane_eyre_01_f000070|I wonder if he read that notion in my face; for, all at once, without speaking, he struck suddenly and strongly.|I wonder if he read that notion in my face; for, all at once, without speaking, he struck suddenly and strongly.
jane_eyre_01_f000071|I tottered, and on regaining my equilibrium retired back a step or two from his chair.|I tottered, and on regaining my equilibrium retired back a step or two from his chair.
jane_eyre_01_f000072|That is for your impudence in answering mama awhile since, said he, and for your sneaking way of getting behind curtains,|That is for your impudence in answering mama awhile since, said he, and for your sneaking way of getting behind curtains,
jane_eyre_01_f000073|and for the look you had in your eyes two minutes since, you rat!|and for the look you had in your eyes two minutes since, you rat!
jane_eyre_01_f000074|Accustomed to John Reed's abuse, I never had an idea of replying to it;|Accustomed to John Reed's abuse, I never had an idea of replying to it;
jane_eyre_01_f000075|my care was how to endure the blow which would certainly follow the insult.|my care was how to endure the blow which would certainly follow the insult.
jane_eyre_01_f000076|What were you doing behind the curtain? he asked.|What were you doing behind the curtain? he asked.
jane_eyre_01_f000079|I returned to the window and fetched it thence.|I returned to the window and fetched it thence.
jane_eyre_01_f000080|You have no business to take our books; you are a dependent, mama says;|You have no business to take our books; you are a dependent, mama says;
jane_eyre_01_f000081|you have no money; your father left you none; you ought to beg, and not to live here with gentlemen's children like us, and eat the same meals we do,|you have no money; your father left you none; you ought to beg, and not to live here with gentlemen's children like us, and eat the same meals we do,
jane_eyre_01_f000082|and wear clothes at our mama's expense.|and wear clothes at our mama's expense.
jane_eyre_01_f000083|Now, I'll teach you to rummage my bookshelves: for they are mine; all the house belongs to me, or will do in a few years.|Now, I'll teach you to rummage my bookshelves: for they are mine; all the house belongs to me, or will do in a few years.
jane_eyre_01_f000084|Go and stand by the door, out of the way of the mirror and the windows.|Go and stand by the door, out of the way of the mirror and the windows.
jane_eyre_01_f000085|I did so, not at first aware what was his intention;|I did so, not at first aware what was his intention;
jane_eyre_01_f000086|but when I saw him lift and poise the book and stand in act to hurl it, I instinctively started aside with a cry of alarm: not soon enough, however;|but when I saw him lift and poise the book and stand in act to hurl it, I instinctively started aside with a cry of alarm: not soon enough, however;
jane_eyre_01_f000087|the volume was flung, it hit me, and I fell, striking my head against the door and cutting it.|the volume was flung, it hit me, and I fell, striking my head against the door and cutting it.
jane_eyre_01_f000088|The cut bled, the pain was sharp: my terror had passed its climax; other feelings succeeded.|The cut bled, the pain was sharp: my terror had passed its climax; other feelings succeeded.
jane_eyre_01_f000089|Wicked and cruel boy! I said. You are like a murderer - you are like a slave-driver - you are like the Roman emperors!|Wicked and cruel boy! I said. You are like a murderer - you are like a slave-driver - you are like the Roman emperors!
jane_eyre_01_f000090|I had read Goldsmith's History of Rome, and had formed my opinion of Nero, Caligula, etc.|I had read Goldsmith's History of Rome, and had formed my opinion of Nero, Caligula, etc.
jane_eyre_01_f000091|Also I had drawn parallels in silence, which I never thought thus to have declared aloud.|Also I had drawn parallels in silence, which I never thought thus to have declared aloud.
jane_eyre_01_f000092|What! what! he cried. Did she say that to me? Did you hear her, Eliza and Georgiana?|What! what! he cried. Did she say that to me? Did you hear her, Eliza and Georgiana?
jane_eyre_01_f000093|Won't I tell mama? but first - He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.|Won't I tell mama? but first - He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.
jane_eyre_01_f000094|I really saw in him a tyrant, a murderer.|I really saw in him a tyrant, a murderer.
jane_eyre_01_f000095|I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering:|I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering:
jane_eyre_01_f000096|these sensations for the time predominated over fear, and I received him in frantic sort.|these sensations for the time predominated over fear, and I received him in frantic sort.
jane_eyre_01_f000097|I don't very well know what I did with my hands, but he called me Rat! Rat! and bellowed out aloud.|I don't very well know what I did with my hands, but he called me Rat! Rat! and bellowed out aloud.
jane_eyre_01_f000098|Aid was near him: Eliza and Georgiana had run for Missis Reed, who was gone upstairs: she now came upon the scene, followed by Bessie and her maid Abbot.|Aid was near him: Eliza and Georgiana had run for Missis Reed, who was gone upstairs: she now came upon the scene, followed by Bessie and her maid Abbot.
jane_eyre_01_f000099|We were parted: I heard the words - Dear! dear! What a fury to fly at Master John!|We were parted: I heard the words - Dear! dear! What a fury to fly at Master John!
jane_eyre_01_f000100|Did ever anybody see such a picture of passion!|Did ever anybody see such a picture of passion!
jane_eyre_01_f000101|Then Missis Reed subjoined - Take her away to the red-room, and lock her in there. Four hands were immediately laid upon me, and I was borne upstairs.|Then Missis Reed subjoined - Take her away to the red-room, and lock her in there. Four hands were immediately laid upon me, and I was borne upstairs.
jane_eyre_01_f000102|End of chapter 1.|End of chapter one.
jane_eyre_02_f000001|Chapter 2 of Jane eyre. This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|Chapter two of Jane eyre. This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
jane_eyre_02_f000002|Recording by Elisabeth Klett.|Recording by Elisabeth Klett.
jane_eyre_02_f000003|Jane eyre by Charlotte Bronte. Chapter 2.|Jane eyre by Charlotte Bronte. Chapter two.
jane_eyre_02_f000004|I resisted all the way: a new thing for me, and a circumstance which greatly strengthened the bad opinion Bessie and Miss Abbot were disposed to entertain of me.|I resisted all the way: a new thing for me, and a circumstance which greatly strengthened the bad opinion Bessie and Miss Abbot were disposed to entertain of me.
jane_eyre_02_f000005|The fact is, I was a trifle beside myself; or rather out of myself, as the French would say:|The fact is, I was a trifle beside myself; or rather out of myself, as the French would say:
jane_eyre_02_f000006|I was conscious that a moment's mutiny had already rendered me liable to strange penalties,|I was conscious that a moment's mutiny had already rendered me liable to strange penalties,
jane_eyre_02_f000007|and, like any other rebel slave, I felt resolved, in my desperation, to go all lengths.|and, like any other rebel slave, I felt resolved, in my desperation, to go all lengths.
jane_eyre_02_f000008|Hold her arms, Miss Abbot: she's like a mad cat.|Hold her arms, Miss Abbot: she's like a mad cat.
jane_eyre_02_f000009|For shame! for shame! cried the lady's-maid. What shocking conduct, Miss Eyre, to strike a young gentleman, your benefactress's son! Your young master.|For shame! for shame! cried the lady's-maid. What shocking conduct, Miss Eyre, to strike a young gentleman, your benefactress's son! Your young master.
jane_eyre_02_f000010|Master! How is he my master? Am I a servant?|Master! How is he my master? Am I a servant?
jane_eyre_02_f000011|No; you are less than a servant, for you do nothing for your keep.|No; you are less than a servant, for you do nothing for your keep.
jane_eyre_02_f000012|There, sit down, and think over your wickedness.|There, sit down, and think over your wickedness.
jane_eyre_02_f000013|They had got me by this time into the apartment indicated by Missis Reed, and had thrust me upon a stool: my impulse was to rise from it like a spring;|They had got me by this time into the apartment indicated by Missis Reed, and had thrust me upon a stool: my impulse was to rise from it like a spring;
jane_eyre_02_f000014|their two pair of hands arrested me instantly.|their two pair of hands arrested me instantly.
jane_eyre_02_f000015|If you don't sit still, you must be tied down, said Bessie. Miss Abbot, lend me your garters; she would break mine directly.|If you don't sit still, you must be tied down, said Bessie. Miss Abbot, lend me your garters; she would break mine directly.
jane_eyre_02_f000016|Miss Abbot turned to divest a stout leg of the necessary ligature. This preparation for bonds, and the additional ignominy it inferred, took a little of the excitement out of me.|Miss Abbot turned to divest a stout leg of the necessary ligature. This preparation for bonds, and the additional ignominy it inferred, took a little of the excitement out of me.
jane_eyre_02_f000017|Don't take them off, I cried; I will not stir.|Don't take them off, I cried; I will not stir.
jane_eyre_02_f000018|In guarantee whereof, I attached myself to my seat by my hands.|In guarantee whereof, I attached myself to my seat by my hands.
jane_eyre_02_f000019|Mind you don't, said Bessie; and when she had ascertained that I was really subsiding, she loosened her hold of me; then she and Miss Abbot stood with folded arms,|Mind you don't, said Bessie; and when she had ascertained that I was really subsiding, she loosened her hold of me; then she and Miss Abbot stood with folded arms,
jane_eyre_02_f000020|looking darkly and doubtfully on my face, as incredulous of my sanity.|looking darkly and doubtfully on my face, as incredulous of my sanity.
jane_eyre_02_f000021|She never did so before, at last said Bessie, turning to the Abigail.|She never did so before, at last said Bessie, turning to the Abigail.
jane_eyre_02_f000022|But it was always in her, was the reply. I've told Missis often my opinion about the child, and Missis agreed with me.|But it was always in her, was the reply. I've told Missis often my opinion about the child, and Missis agreed with me.
jane_eyre_02_f000023|She's an underhand little thing: I never saw a girl of her age with so much cover.|She's an underhand little thing: I never saw a girl of her age with so much cover.
jane_eyre_02_f000024|Bessie answered not; but ere long, addressing me, she said - You ought to be aware, Miss, that you are under obligations to Missis Reed: she keeps you:|Bessie answered not; but ere long, addressing me, she said - You ought to be aware, Miss, that you are under obligations to Missis Reed: she keeps you:
jane_eyre_02_f000025|if she were to turn you off, you would have to go to the poorhouse.|if she were to turn you off, you would have to go to the poorhouse.
jane_eyre_02_f000026|I had nothing to say to these words: they were not new to me: my very first recollections of existence included hints of the same kind.|I had nothing to say to these words: they were not new to me: my very first recollections of existence included hints of the same kind.
jane_eyre_02_f000027|This reproach of my dependence had become a vague sing-song in my ear: very painful and crushing, but only half intelligible.|This reproach of my dependence had become a vague sing-song in my ear: very painful and crushing, but only half intelligible.
jane_eyre_02_f000028|Miss Abbot joined in - And you ought not to think yourself on an equality with the Misses Reed and Master Reed, because Missis kindly allows you to be brought up with them.|Miss Abbot joined in - And you ought not to think yourself on an equality with the Misses Reed and Master Reed, because Missis kindly allows you to be brought up with them.
jane_eyre_02_f000029|They will have a great deal of money, and you will have none: it is your place to be humble, and to try to make yourself agreeable to them.|They will have a great deal of money, and you will have none: it is your place to be humble, and to try to make yourself agreeable to them.
jane_eyre_02_f000030|What we tell you is for your good, added Bessie, in no harsh voice, you should try to be useful and pleasant, then, perhaps, you would have a home here;|What we tell you is for your good, added Bessie, in no harsh voice, you should try to be useful and pleasant, then, perhaps, you would have a home here;
jane_eyre_02_f000031|but if you become passionate and rude, Missis will send you away, I am sure.|but if you become passionate and rude, Missis will send you away, I am sure.
jane_eyre_02_f000032|Besides, said Miss Abbot, God will punish her: He might strike her dead in the midst of her tantrums, and then where would she go?|Besides, said Miss Abbot, God will punish her: He might strike her dead in the midst of her tantrums, and then where would she go?
jane_eyre_02_f000033|Come, Bessie, we will leave her: I wouldn't have her heart for anything.|Come, Bessie, we will leave her: I wouldn't have her heart for anything.
jane_eyre_02_f000034|Say your prayers, Miss Eyre, when you are by yourself; for if you don't repent, something bad might be permitted to come down the chimney and fetch you away.|Say your prayers, Miss Eyre, when you are by yourself; for if you don't repent, something bad might be permitted to come down the chimney and fetch you away.
jane_eyre_02_f000035|They went, shutting the door, and locking it behind them.|They went, shutting the door, and locking it behind them.
jane_eyre_02_f000036|The red-room was a square chamber, very seldom slept in, I might say never, indeed,|The red-room was a square chamber, very seldom slept in, I might say never, indeed,
jane_eyre_02_f000037|unless when a chance influx of visitors at Gateshead Hall rendered it necessary to turn to account all the accommodation it contained:|unless when a chance influx of visitors at Gateshead Hall rendered it necessary to turn to account all the accommodation it contained:
jane_eyre_02_f000038|yet it was one of the largest and stateliest chambers in the mansion.|yet it was one of the largest and stateliest chambers in the mansion.
jane_eyre_02_f000039|A bed supported on massive pillars of mahogany, hung with curtains of deep red damask, stood out like a tabernacle in the centre;|A bed supported on massive pillars of mahogany, hung with curtains of deep red damask, stood out like a tabernacle in the centre;
jane_eyre_02_f000040|the two large windows, with their blinds always drawn down, were half shrouded in festoons and falls of similar drapery; the carpet was red;|the two large windows, with their blinds always drawn down, were half shrouded in festoons and falls of similar drapery; the carpet was red;
jane_eyre_02_f000041|the table at the foot of the bed was covered with a crimson cloth;|the table at the foot of the bed was covered with a crimson cloth;
jane_eyre_02_f000042|the walls were a soft fawn colour with a blush of pink in it; the wardrobe, the toilet-table, the chairs were of darkly polished old mahogany.|the walls were a soft fawn colour with a blush of pink in it; the wardrobe, the toilet-table, the chairs were of darkly polished old mahogany.
jane_eyre_02_f000043|Out of these deep surrounding shades rose high, and glared white, the piled- up mattresses and pillows of the bed, spread with a snowy Marseilles counterpane.|Out of these deep surrounding shades rose high, and glared white, the piled- up mattresses and pillows of the bed, spread with a snowy Marseilles counterpane.
jane_eyre_02_f000044|Scarcely less prominent was an ample cushioned easy-chair near the head of the bed, also white, with a footstool before it; and looking, as I thought, like a pale throne.|Scarcely less prominent was an ample cushioned easy-chair near the head of the bed, also white, with a footstool before it; and looking, as I thought, like a pale throne.
jane_eyre_02_f000045|This room was chill, because it seldom had a fire; it was silent, because remote from the nursery and kitchen; solemn, because it was known to be so seldom entered.|This room was chill, because it seldom had a fire; it was silent, because remote from the nursery and kitchen; solemn, because it was known to be so seldom entered.
jane_eyre_02_f000046|The house-maid alone came here on Saturdays, to wipe from the mirrors and the furniture a week's quiet dust: and Missis Reed herself, at far intervals,|The house-maid alone came here on Saturdays, to wipe from the mirrors and the furniture a week's quiet dust: and Missis Reed herself, at far intervals,
jane_eyre_02_f000047|visited it to review the contents of a certain secret drawer in the wardrobe, where were stored divers parchments, her jewel-casket, and a miniature of her deceased husband;|visited it to review the contents of a certain secret drawer in the wardrobe, where were stored divers parchments, her jewel-casket, and a miniature of her deceased husband;
jane_eyre_02_f000048|and in those last words lies the secret of the red-room - the spell which kept it so lonely in spite of its grandeur.|and in those last words lies the secret of the red-room - the spell which kept it so lonely in spite of its grandeur.
jane_eyre_02_f000049|Mister Reed had been dead nine years: it was in this chamber he breathed his last; here he lay in state; hence his coffin was borne by the undertaker's men;|Mister Reed had been dead nine years: it was in this chamber he breathed his last; here he lay in state; hence his coffin was borne by the undertaker's men;
jane_eyre_02_f000050|and, since that day, a sense of dreary consecration had guarded it from frequent intrusion.|and, since that day, a sense of dreary consecration had guarded it from frequent intrusion.
jane_eyre_02_f000051|My seat, to which Bessie and the bitter Miss Abbot had left me riveted, was a low ottoman near the marble chimney-piece; the bed rose before me;|My seat, to which Bessie and the bitter Miss Abbot had left me riveted, was a low ottoman near the marble chimney-piece; the bed rose before me;
jane_eyre_02_f000052|to my right hand there was the high, dark wardrobe, with subdued, broken reflections varying the gloss of its panels;|to my right hand there was the high, dark wardrobe, with subdued, broken reflections varying the gloss of its panels;
jane_eyre_02_f000053|to my left were the muffled windows; a great looking-glass between them repeated the vacant majesty of the bed and room.|to my left were the muffled windows; a great looking-glass between them repeated the vacant majesty of the bed and room.
jane_eyre_02_f000054|I was not quite sure whether they had locked the door; and when I dared move, I got up and went to see.|I was not quite sure whether they had locked the door; and when I dared move, I got up and went to see.
jane_eyre_02_f000055|Alas! yes: no jail was ever more secure. Returning, I had to cross before the looking- glass; my fascinated glance involuntarily explored the depth it revealed.|Alas! yes: no jail was ever more secure. Returning, I had to cross before the looking- glass; my fascinated glance involuntarily explored the depth it revealed.
jane_eyre_02_f000056|All looked colder and darker in that visionary hollow than in reality:|All looked colder and darker in that visionary hollow than in reality:
